Reviews,Ratings
Very goog laptop with this budget.... Loved it,5
In reasonable price this product is awesome. I liked it very much.,5
Fully metal body. This is beyond imagination. I'm speechless. Best laptop in the market in this range. I'm fully satisfied.🤟🤩,5
"Bottom gets very hot when charging.
Charger cable should have been more longer and the large adapter comes out and is loose from the wall socket.

Design, screen and performance is awesome at this price.",3
"What a product
Can give 10 star also
Sound is great
And performance top notch
Price
Woooow",5
Very good product,4
Very nice design and looking marvellous,4
Amazing 🤩❤️ value for money,5
Really good laptop but performance good battery and display but touchpad one side has come up,3
Best quality,5
Worth every penny,5
I like it amazing product,5
Awesome design and good performances,5
All over best for budget,4
This laptop is awesome . Very good performance I like this laptop infinix .,5
"Wow 😲amazing laptop under 30k , all over good but some give heating issue but all over good 😎",5
"Power button problem,more than 2 times want to press,then only power will be come...",3
Just one word....At this price range....THE KING..,5
Awesome product i used a week..i happily recommend to other..buy it.,5
Ok,5
Best budget performance laptop,5
"Performance And design is value for money.
Battery Backup is 8-10 Hours..
04/05/2022 on Price 29,990 Only",5
Good,5
Nothing better than this laptop A1 performance A1 battery A1 looks blindly go for it,5
"Amazing laptop
Awesome metal build
Kudos to infinix",5
Very nice laptop,5
"This product is just amazing.
The specifications are mind-blowing in this range.
I have used this product for now more than a week and I have zero complain.
GO FOR IT GUYS",5
As of now working good in 2 days.. Will update after 1 month,5
Veryyyyyyyyyyyy nice Product,5
Infinix is a good brand...... Tqq for give a good product for me sir.....,5
Nice laptop no other laptop beat this price segment,5
Nice,4
Best product and value for money 🥰🥰🥰❤️❤️,5
Superrr value for money,4
Okay,3
"Awesome
No one beat this beauty.",5
Just awesome.,5
It's a good laptop for students,5
Absolutely good products under 32k,5
"Good product in these price range
SSD and display is good
Battery life could be improved
Average Performance I3 10th gen",3
Awesome,4
Nice product,5
"Quality Laptop
Best build in this range with no compromise on performance front
Easily recommended
Going to order one more unit",5
"For day to day office works... Compact and stylish
After two years of search finally I have decided to by this laptop.
28k in hand",5
i think it's best of value for money,5
I liked this laptop very much and it is very slim laptop I liked its model very much.,5
Nice laptop in this prize range.,5
Superb,4
"Good performance
But hardware is still under quality",4
Good product sound quality is awesome... Battery backup is so good... But I think SSD is less as expected,4
Superb working,5
Worth to price. But the charger having some erth passing issue. The laptop were metallic body and the earth also on the laptop 😑,4
There is some problem in trackpad. Overall very good product.,4
Osm products,5
"Light weight, display is smooth, performance is upto the mark, fast charging, battery is enough backup good,useful for home n office use.

Around 35k price it's best choice.",5
Great piece for budget buyers,5
Excellent,4
"It is good
It is better
It is best",4
"Cheap and best product !!!! Look no further
.. slim and sleek design at this price is just steal deal",5
This is a budget laptop .good .,5
Worth it,5
No 1 i suggest to buy for student,5
Some times working slow,3
Awesome,4
Good,4
It's amazing,5
Overall it's good product,4
This is a best laptop in this price,4
"awesome product and budget friendly..
Don't think too much just buy...🔥🔥",5
Good,3
Value of money ❣️,4
Fabulous product worth of evry penny,5
must recmonded,5
OK nice,4
Awesome,5
Budget friendly Laptop..,4
Bang for the buck :),5
Best 👍 in this price...got for its guys...,5
Absolutely loved it,5
"As a Interior Designer I always looking for the perfection which I could Present to the client.
This Laptop coome with all of my requirement in just one box.",5
"Super, nice, new type-c",5
"Very good laptop, very happy. Hope it run smoothly and dnt get problem in future.",5
It's very nice,5
Better than others at this price,4
Great product,5
Good laptop,5
Everything is fine in this price range except one thing which is some time it doesn't support charging.,4
So far so good. Didn't really see any performance issues.🍋🌳,5
Awesome work by infinix loved it,5
Working very fine. Budgeted laptop. Totally satisfied,5
too small in size further each & every thing is perfect,4
"In this price the product is Good,
This is a valuable product for me",5
Just awesome for students.♥️♥️♥️,5
Product is Grt But TouchPad seems Average,3
"Extraordinary

Go for it without thinking",5
"Best laptop in this price range and the best things is providing backlight keypad in this price range , very light and display quality is spectacular",5
"Very good quality Infinix Laptop
Thank you Flipkart On time delivery in Flipkart",5
Build quality is not good keyboard,3
"I like the product I'm frm Kashmir ......

I love the laptop but the most irritating part is it has no LAN port



So if u have to connect it with wifi


You hv to buy aftermarket usb to lan port",5
Laptop is tooooooo goooooood,5
Best laptop at this range .,5
Value of money this laptop and buy this laptop good ms word and Excel not working,4
My first laptop and I loved it. Thanks Infinix and Flipkart.,5
Very nice👏,5
Very good product,3
Not good,2
"Build quality is poor, Heinz broken",1
"Pros:
Overall build quality good ,
Lite weight & compact.

Cons:
Display quality not good.. when playing movies color saturation very poor.
USB port very tight to plug in & out difficult it makes laptop have chances to accidentall damage..
Overall above from the 2month usage of this laptop. I'm not satisfied with this brand ..",3
